ano,id_municipio,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,volume_agua_produzido,volume_esgoto_tratado
2020,4112959,79.63,,1.0,,2.0,,2882.0,,499.91,
2019,4116406,24.0,,1.0,,3.0,,1158.0,,360.0,
2021,4117404,30.91,,1.0,,0.0,,1369.0,,246.37,
2021,4118451,195.0,,1.0,,11.0,,2130.0,,543.0,
2019,4119806,83.38,,1.0,,1.0,,2747.0,,528.34,
2019,4124707,70.0,,1.0,,6.0,,2824.0,,455.0,
2021,4126272,53.78,,1.0,,0.0,,1577.0,,247.13,
2020,2404705,15.8,,1.0,,0.0,,838.0,,358.62,
2019,2406205,42.23,,1.0,,0.0,,1557.0,,298.79,
2020,2410801,17.56,,1.0,,0.0,,437.0,,99.75,
2021,2411403,63.99,,1.0,,0.0,,2694.0,,455.13,
2020,1100379,8.0,,1.0,,3.0,,1000.0,,192.0,
2019,1101807,5.4,,1.0,,0.0,,211.0,,55.0,
2021,1400506,25.3,,1.0,,0.0,,1346.0,,1308.48,
2021,4300646,20.58,,1.0,,0.0,,1758.0,,315.38,
2019,4301404,42.53,,1.0,,0.0,,2548.0,,353.3,
2021,4305975,10.4,,1.0,,8.0,,700.0,,175.0,
2019,4306429,119.0,,1.0,,5.0,,596.0,,187.2,
2021,4306809,157.3,,1.0,,0.0,,6444.0,,1712.86,
2020,4308052,21.16,,1.0,,0.0,,621.0,,109.27,
2021,4309506,28.31,,1.0,,0.0,,2088.0,,321.02,
2020,4309803,18.03,,1.0,,0.0,,1310.0,,204.04,
2021,4310702,105.62,,1.0,,0.0,,1047.0,,160.49,
2019,4312955,16.5,,1.0,,14.0,,701.0,,97.0,
2020,4313805,70.4,,1.0,,0.0,,2087.0,,700.83,
2020,4316600,76.4,,1.0,,0.0,,4161.0,,979.09,
2019,4319356,18.51,,1.0,,0.0,,707.0,,0.0,
2020,4319406,53.67,,1.0,,0.0,,4912.0,,1155.32,
2020,4319711,106.0,,1.0,,10.0,,874.0,,90.93,
2020,4320354,6.76,,1.0,,0.0,,582.0,,72.94,
2019,4322350,9.0,,1.0,,17.0,,352.0,,110.0,
2019,4323408,104.02,,1.0,,24.0,,1908.0,,170.9,
2019,4204194,3.12,,1.0,,0.0,,173.0,,24.51,
2019,4207403,31.91,,1.0,,0.0,,896.0,,175.24,
2020,4209854,21.63,,1.0,,0.0,,954.0,,187.38,
2021,4211009,43.58,,1.0,,0.0,,2333.0,,541.08,
2021,4212908,98.81,,1.0,,0.0,,5057.0,,1444.84,
2019,4212908,98.81,,1.0,,0.0,,4764.0,,1303.45,
2020,4217907,44.48,,1.0,,0.0,,1699.0,,418.35,
2019,4218707,620.02,,1.0,,1.0,,30355.0,,10183.0,
2019,2806008,75.39,,1.0,,1.0,,5694.0,,1503.14,
2020,1702208,73.0,,1.0,,8.0,,7438.0,,2450.36,
2020,1704105,12.95,,1.0,,0.0,,588.0,,83.7,
2019,1704600,8.5,,1.0,,0.0,,290.0,,48.0,
2019,1713957,14.0,,1.0,,0.0,,711.0,,89.88,
2020,1715150,9.76,,1.0,,0.0,,686.0,,90.11,
2019,1715259,13.5,,1.0,,0.0,,646.0,,100.74,
2021,1716307,23.18,,1.0,,0.0,,1002.0,,388.36,
2020,1717503,41.17,,1.0,,0.0,,1211.0,,160.0,
2021,1718881,11.1,,1.0,,0.0,,659.0,,152.22,
2021,1720259,16.84,,1.0,,0.0,,706.0,,277.4,
2020,1200013,63.8,,1.0,,0.0,,1509.0,,958.61,
2019,1200336,70.92,,1.0,,0.0,,2948.0,,1148.29,
2019,2705903,7.5,,1.0,,6.0,,561.0,,0.0,
2019,2907509,197.8,,1.0,,12.0,,16500.0,,5270.39,
2019,2912608,20.63,,1.0,,0.0,,1165.0,,115.72,
2019,2913804,31.92,,1.0,,3.0,,2366.0,,468.1,
2020,2920502,68.59,,1.0,,2.0,,5824.0,,509.91,
2019,2920809,44.23,,1.0,,3.0,,2765.0,,269.11,
2019,2921609,31.33,,1.0,,0.0,,2113.0,,289.23,
2019,2922508,62.52,,1.0,,0.0,,8391.0,,1057.61,
2019,2923209,61.0,,1.0,,0.0,,2741.0,,1420.0,
2020,2925253,157.75,,1.0,,2.0,,6083.0,,2466.43,
2019,2925253,157.75,,1.0,,2.0,,5760.0,,2477.87,
2019,2927309,62.76,,1.0,,5.0,,6503.0,,795.94,
2021,2929370,29.3,,1.0,,3.0,,4156.0,,388.82,
2021,2931608,7.29,,1.0,,0.0,,1712.0,,206.65,
2021,2932002,160.73,,1.0,,2.0,,5798.0,,0.0,
2019,2303659,25.65,,1.0,,0.0,,2020.0,,266.83,
2019,2304608,12.73,,1.0,,0.0,,1460.0,,241.23,
2021,2305266,24.37,,1.0,,0.0,,707.0,,243.32,
2019,2306603,25.92,,1.0,,0.0,,693.0,,69.37,
2020,2307908,39.04,,1.0,,0.0,,2964.0,,304.32,
2020,2308609,50.63,,1.0,,0.0,,3848.0,,317.57,
2021,5204656,22.11,,1.0,,0.0,,1263.0,,163.19,
2020,5208301,22.28,,1.0,,0.0,,1740.0,,225.56,
2020,5207253,39.02,,1.0,,0.0,,2821.0,,388.58,
2019,5215306,62.0,,1.0,,0.0,,4403.0,,746.89,
2020,5215504,25.3,,1.0,,0.0,,2786.0,,437.59,
2020,5215652,19.6,,1.0,,0.0,,1135.0,,144.8,
2021,5219506,16.79,,1.0,,0.0,,1079.0,,143.97,
2019,5219704,46.44,,1.0,,0.0,,2365.0,,404.31,
2019,5219712,27.52,,1.0,,0.0,,1512.0,,231.4,
2019,5220264,25.11,,1.0,,0.0,,1317.0,,166.67,
2021,5220702,7.74,,1.0,,0.0,,520.0,,91.33,
2020,5220702,7.74,,1.0,,0.0,,513.0,,80.66,
2021,5221908,15.35,,1.0,,0.0,,1260.0,,165.81,
2019,2100501,24.61,,1.0,,0.0,,2288.0,,1001.46,
2021,2105807,6.13,,1.0,,0.0,,909.0,,760.22,
2020,2108058,12.26,,1.0,,0.0,,63.0,,79.36,
2021,2108256,60.0,,1.0,,150.0,,3000.0,,2000.0,
2020,2108454,19.92,,1.0,,1.0,,1567.0,,927.46,
2021,2109270,435.0,,1.0,,0.0,,4811.0,,70.0,
2021,2111763,39.63,,1.0,,1.0,,3759.0,,2055.2,
2020,2111953,10.75,,1.0,,0.0,,990.0,,323.9,
2021,3105509,30.99,,1.0,,3.0,,2039.0,,357.57,
2019,3115003,14.41,,1.0,,0.0,,910.0,,141.17,
2020,3116100,38.91,,1.0,,0.0,,2892.0,,318.98,
2019,3123858,10.55,,1.0,,0.0,,1745.0,,227.77,
2020,3133907,17.4,,1.0,,0.0,,894.0,,134.93,
2021,3140530,10.86,,1.0,,0.0,,1170.0,,136.69,
2021,3150307,35.03,,1.0,,2.0,,2048.0,,240.71,
2019,3159704,18.38,,1.0,,1.0,,1320.0,,198.0,
2020,3164001,19.39,,1.0,,0.0,,2266.0,,339.62,
2019,3170057,22.47,,1.0,,0.0,,2126.0,,343.64,
2020,5101605,10.0,,1.0,,1.0,,1214.0,,372.0,
2019,5104542,56.0,,1.0,,2.0,,1980.0,,946.0,
2020,5104807,87.5,,1.0,,1.0,,10055.0,,3675.5,
2020,5108907,20.5,,1.0,,1.0,,1251.0,,460.64,
2020,5106224,306.5,,1.0,,3.0,,14794.0,,3998.2,
2019,5106232,90.0,,1.0,,0.0,,5040.0,,3820.8,
2020,5108303,17.84,,1.0,,0.0,,925.0,,200.85,
2019,1500305,9.0,,1.0,,0.0,,1040.0,,280.72,
2019,1502202,118.0,,1.0,,1.0,,2453.0,,555.25,
2021,2503001,38.42,0.0,1.0,,2.0,,3896.0,0.0,699.53,0.0
2020,2505402,12.1,,1.0,,0.0,,1368.0,,260.66,
2019,2508406,13.13,,1.0,,0.0,,439.0,,54.11,
2020,2510709,3.52,,1.0,,0.0,,555.0,,77.01,
2020,2511608,8.07,,1.0,,0.0,,912.0,,147.91,
2019,2513604,11.28,,1.0,,0.0,,1361.0,,279.43,
2020,2500700,34.63,,1.0,,0.0,,2790.0,,601.37,
2019,2500700,34.63,,1.0,,0.0,,2660.0,,604.36,
2021,2603306,13.03,,1.0,,0.0,,1340.0,,204.17,
2019,2604155,11.52,,1.0,,0.0,,869.0,,187.88,
2020,2604700,36.89,,1.0,,2.0,,3830.0,,745.76,
2020,2605400,55.9,,1.0,,0.0,,6593.0,,1039.72,
2021,2608305,20.76,,1.0,,0.0,,734.0,,142.91,
2019,2615508,25.77,,1.0,,0.0,,3116.0,,515.08,
2020,2202539,23.7,,1.0,,45.0,,696.0,,732.0,
2021,2203420,9.39,,1.0,,0.0,,431.0,,186.22,
2020,2204907,11.98,,1.0,,0.0,,854.0,,232.33,
2020,2208809,31.39,,1.0,,0.0,,3356.0,,937.81,
2020,2209203,7.5,,1.0,,0.0,,411.0,,105.22,
2019,2210904,13.7,,1.0,,1.0,,616.0,,274.05,
2019,4103008,38.22,,1.0,,1.0,,1567.0,,284.52,
2021,4106571,46.52,,1.0,,1.0,,1438.0,,230.88,
2019,4106571,48.81,,1.0,,1.0,,1354.0,,223.83,
2019,4107124,10.08,,1.0,,0.0,,622.0,,81.28,
2020,4108700,44.02,,1.0,,2.0,,1802.0,,352.35,
2021,4110805,85.97,,1.0,,2.0,,3316.0,,514.85,
2021,4111605,21.26,,1.0,,0.0,,962.0,,180.58,
2020,4116059,49.62,,1.0,,0.0,,2560.0,,468.9,
2020,4118303,10.95,,1.0,,0.0,,1125.0,,250.0,
2019,4127965,48.57,,1.0,,0.0,,2272.0,,344.78,
2021,2410702,23.89,,1.0,,0.0,,608.0,,98.18,
2021,1101435,6.14,,1.0,,0.0,,508.0,,112.6,
2021,1100304,662.14,,1.0,,3.0,,33215.0,,22279.0,
2019,4301503,29.0,,1.0,,43.0,,1870.0,,700.0,
2020,4303400,27.26,,1.0,,0.0,,940.0,,0.0,
2019,4305801,33.71,,1.0,,0.0,,2688.0,,485.78,
2020,4305900,28.17,,1.0,,0.0,,2026.0,,421.88,
2020,4307401,14.64,,1.0,,0.0,,988.0,,112.22,
2019,4310850,14.84,,1.0,,0.0,,655.0,,89.97,
2020,4312351,37.5,,1.0,,10.0,,711.0,,140.0,
2021,4312658,94.64,,1.0,,0.0,,5322.0,,1275.3,
2020,4313490,78.0,,1.0,,14.0,,988.0,,450.0,
2019,4313490,75.0,,1.0,,14.0,,946.0,,450.0,
2021,4313466,30.0,,1.0,,12.0,,392.0,,360.0,
2019,4314076,154.0,,1.0,,16.0,,1808.0,,398.0,
2019,4314704,53.76,,1.0,,0.0,,2809.0,,776.68,
2021,4315008,19.28,,1.0,,0.0,,942.0,,216.51,
2019,4315008,19.28,,1.0,,0.0,,924.0,,189.59,
2021,4319356,20.24,,1.0,,0.0,,731.0,,0.0,
2019,4320453,99.5,,1.0,,9.0,,670.0,,75.0,
2021,4320503,23.62,,1.0,,0.0,,1418.0,,255.36,
2020,4320677,68.0,,1.0,,20.0,,1474.0,,600.0,
2020,4321402,36.81,,1.0,,0.0,,3423.0,,830.23,
2020,4323309,20.82,,1.0,,0.0,,594.0,,0.0,
2019,4200507,67.1,,1.0,,0.0,,1088.0,,0.0,
2020,4200754,28.0,,1.0,,0.0,,354.0,,75.0,
2020,4202909,778.44,,1.0,,6.0,,33472.0,,10392.05,
2021,4203402,10.33,,1.0,,0.0,,1670.0,,278.47,
2021,4209177,18.18,,1.0,,0.0,,549.0,,43.87,
2020,4211256,50.0,,1.0,,5.0,,950.0,,600.0,
2019,4213351,27.86,,1.0,,0.0,,992.0,,281.55,
2019,4215208,12.45,,1.0,,0.0,,748.0,,120.46,
2021,4217600,59.4,,1.0,,0.0,,3986.0,,0.0,
2019,4217600,55.77,,1.0,,0.0,,3693.0,,0.0,
2019,4218905,31.5,,1.0,,0.0,,2328.0,,424.13,
2019,4218954,6.31,,1.0,,2.0,,543.0,,77.97,
2021,2800670,59.33,,1.0,,3.0,,5240.0,,1059.62,
2019,2800670,57.15,,1.0,,3.0,,4935.0,,1376.74,
2021,2804201,166.05,,1.0,,18.0,,3808.0,,1260.99,
2021,2805000,32.4,,1.0,,8.0,,1163.0,,335.35,
2021,2805802,38.92,,1.0,,7.0,,3261.0,,683.51,
2020,2807303,16.95,,1.0,,3.0,,1177.0,,312.63,
2021,1702703,18.78,,1.0,,0.0,,1289.0,,198.56,
2020,1703842,32.47,,1.0,,0.0,,2157.0,,327.07,
2020,1706001,23.56,,1.0,,0.0,,1099.0,,302.22,
2021,1720853,11.79,,1.0,,0.0,,419.0,,119.72,
2019,1200344,27.94,,1.0,,0.0,,1684.0,,862.65,
2021,2700201,20.7,,1.0,,0.0,,2154.0,,1624.88,
2021,2701605,23.0,,1.0,,0.0,,1754.0,,0.0,
2020,2702355,156.1,,1.0,,46.0,,4631.0,,0.0,
2020,2901908,164.8,,1.0,,7.0,,5941.0,,1387.98,
2019,2902203,31.96,,1.0,,0.0,,1981.0,,321.4,
2021,2909703,92.75,,1.0,,2.0,,2163.0,,523.25,
2020,2912509,73.18,,1.0,,0.0,,2738.0,,358.82,
2020,2915304,16.29,,1.0,,0.0,,2036.0,,282.46,
2021,2920205,70.94,,1.0,,2.0,,2935.0,,402.97,
2021,2921450,20.98,,1.0,,0.0,,1022.0,,96.72,
2019,2923605,177.7,,1.0,,2.0,,7286.0,,1048.04,
2019,2927002,151.39,,1.0,,3.0,,10963.0,,1273.55,
2021,2928307,25.6,,1.0,,2.0,,1838.0,,1017.31,
2020,2929701,39.26,,1.0,,1.0,,2816.0,,344.69,
2021,2929750,65.59,,1.0,,2.0,,9110.0,,395.08,
2020,2930154,180.0,,1.0,,1.0,,12254.0,,3604.3,
2019,2930154,169.0,,1.0,,28.0,,8162.0,,2376.0,
2020,2303659,27.07,,1.0,,0.0,,2113.0,,279.6,
2019,2304269,23.0,,1.0,,20.0,,2450.0,,260.0,
2021,2306207,15.59,,1.0,,1.0,,1933.0,,310.65,
2021,2309508,49.43,,1.0,,2.0,,5751.0,,1051.14,
2020,2310506,89.0,,1.0,,0.0,,7646.0,,853.72,
2019,2310506,89.0,,1.0,,0.0,,6389.0,,886.25,
2019,5201603,23.6,,1.0,,0.0,,1656.0,,224.44,
2020,5203401,41.93,,1.0,,0.0,,3070.0,,388.17,
2019,5204557,17.28,,1.0,,0.0,,1135.0,,162.2,
2020,5205513,142.93,,1.0,,2.0,,7183.0,,1081.76,
2019,5207352,26.79,,1.0,,0.0,,1594.0,,237.09,
2019,5216908,6.17,,1.0,,0.0,,585.0,,94.95,
2019,5218102,27.78,,1.0,,0.0,,1420.0,,202.75,
2019,5219803,31.98,,1.0,,0.0,,2508.0,,386.13,
2021,5220686,26.38,,1.0,,0.0,,2191.0,,0.0,
2021,5222302,14.22,,1.0,,0.0,,963.0,,128.27,
2020,2100204,22.01,,1.0,,0.0,,1698.0,,1243.8,
2020,2101400,1020.0,,1.0,,3.0,,23478.0,,15008.37,
2021,2101939,6.12,,1.0,,0.0,,478.0,,123.51,
2021,2106631,13.64,,1.0,,0.0,,717.0,,0.0,
2021,2107100,14.54,,1.0,,0.0,,782.0,,795.83,
2021,2114007,41.95,,1.0,,0.0,,3286.0,,1303.03,
2020,2114007,41.95,,1.0,,0.0,,3540.0,,1395.53,
2021,3107505,44.31,,1.0,,0.0,,3325.0,,409.43,
2019,3116159,38.75,,1.0,,1.0,,2916.0,,339.37,
2021,3140852,44.03,,1.0,,4.0,,2473.0,,367.17,
2021,3141504,17.56,,1.0,,0.0,,1642.0,,194.18,
2020,3156106,28.36,,1.0,,0.0,,1896.0,,263.26,
2021,3157252,14.61,,1.0,,0.0,,1613.0,,200.47,
2020,5000203,66.5,,1.0,,0.0,,5133.0,,983.74,
2019,5100607,40.0,,1.0,,1.0,,3412.0,,1500.0,
2020,5106109,8.0,,1.0,,2.0,,1950.0,,420.0,
2020,5106174,15.6,,1.0,,1.0,,565.0,,113.46,
2020,1506203,81.0,,1.0,,1.0,,8452.0,,3370.85,
2019,1507953,50.0,,1.0,,0.0,,2727.0,,716.65,
2019,2501302,11.32,,1.0,,0.0,,2012.0,,166.1,
2019,2501351,8.75,,1.0,,0.0,,888.0,,98.26,
2021,2504033,8.23,,1.0,,0.0,,318.0,,65.68,
2020,2504033,8.23,,1.0,,0.0,,323.0,,213.89,
2020,2504504,14.3,,1.0,,0.0,,1993.0,,437.39,
2020,2506509,9.16,,1.0,,0.0,,865.0,,155.15,
2019,2506905,38.79,,1.0,,0.0,,5711.0,,3227.12,
2021,2507408,13.55,,1.0,,0.0,,1393.0,,373.51,
2019,2507804,6.01,,1.0,,0.0,,1225.0,,197.37,
2019,2510907,25.55,,1.0,,0.0,,1925.0,,495.89,
2019,2512002,16.18,,1.0,,0.0,,3683.0,,429.7,
2019,2513927,73.01,,1.0,,0.0,,1048.0,,214.71,
2020,2605905,86.0,,1.0,,0.0,,3908.0,,1100.0,
2019,2607802,39.4,,1.0,,0.0,,2855.0,,816.52,
2021,2608404,40.62,,1.0,,1.0,,4952.0,,408.58,
2019,2609154,18.15,,1.0,,0.0,,2254.0,,388.73,
2021,2204808,38.86,,1.0,,0.0,,1781.0,,432.36,
2020,2207959,6.66,,1.0,,0.0,,370.0,,72.94,
2021,2209559,3.9,,1.0,,0.0,,129.0,,8.12,
2019,2209658,6.38,,1.0,,0.0,,771.0,,125.62,
2020,2211506,15.0,,1.0,,47.0,,940.0,,43.0,
2021,4102752,29.06,,1.0,,0.0,,753.0,,119.86,
2021,4107553,18.1,,1.0,,0.0,,863.0,,125.1,
2020,4107850,33.47,,1.0,,1.0,,1047.0,,159.06,
2020,4108452,40.71,,1.0,,0.0,,1823.0,,235.64,
2021,4110052,21.0,,1.0,,0.0,,733.0,,114.26,
2021,4112207,61.8,,1.0,,3.0,,2215.0,,406.34,
2019,4113809,58.93,,1.0,,0.0,,2018.0,,379.83,
2019,4115002,49.66,,1.0,,0.0,,2257.0,,384.41,
2020,4115754,71.59,,1.0,,0.0,,3248.0,,546.51,
2019,4115754,53.2,,1.0,,0.0,,3131.0,,537.13,
2021,4116059,75.78,,1.0,,0.0,,2655.0,,494.98,
2021,4117222,66.66,,1.0,,0.0,,2593.0,,452.08,
2019,4118907,101.24,,1.0,,0.0,,4839.0,,782.95,
2019,4125902,20.97,,1.0,,1.0,,891.0,,152.14,
2020,4126355,35.12,,1.0,,0.0,,1383.0,,272.59,
2021,3301157,81.0,,1.0,,1.0,,3280.0,,1086.3,
2019,3301801,69.0,,1.0,,2.0,,2406.0,,1047.0,
2020,3302601,387.66,,1.0,,0.0,,11060.0,,4336.0,
2021,2404507,90.24,,1.0,,1.0,,1744.0,,707.17,
2021,2407005,38.51,,1.0,,0.0,,1583.0,,206.58,
2019,2407302,27.87,,1.0,,0.0,,1931.0,,261.27,
2019,2408953,54.0,,1.0,,6.0,,4122.0,,941.25,
2021,2413102,95.29,,1.0,,0.0,,1914.0,,455.45,
2020,2415008,8.24,,1.0,,0.0,,877.0,,190.71,
2020,1100015,54.0,,1.0,,1.0,,2593.0,,820.0,
2020,1100452,49.68,,1.0,,0.0,,1777.0,,365.7,
2019,1400233,34.24,,1.0,,1.0,,1670.0,,1738.88,
2019,4301925,5.5,,1.0,,0.0,,230.0,,40.0,
2021,4302238,17.4,,1.0,,0.0,,960.0,,66.0,
2020,4303202,13.0,,1.0,,0.0,,703.0,,14.03,
2020,4305116,25.0,,1.0,,25.0,,466.0,,70.0,
2019,4305124,27.81,,1.0,,0.0,,1478.0,,0.0,
2019,4305207,57.63,,1.0,,0.0,,3932.0,,888.51,
2021,4305587,45.0,,1.0,,11.0,,970.0,,380.0,
2020,4309258,20.0,,1.0,,1.0,,490.0,,70.0,
2020,4310405,22.08,,1.0,,0.0,,1591.0,,298.28,
2019,4312104,14.39,,1.0,,0.0,,1051.0,,165.59,
2021,4312401,235.51,,1.0,,0.0,,17588.0,,4433.67,
2019,4312617,10.9,,1.0,,0.0,,474.0,,98.39,
2019,4313706,135.53,,1.0,,0.0,,10464.0,,2302.65,
2019,4314035,20.0,,1.0,,7.0,,1130.0,,100.0,
2020,4314050,135.37,,1.0,,0.0,,9304.0,,2887.18,
2020,4317756,18.0,,1.0,,14.0,,660.0,,72.0,
2021,4317806,50.38,,1.0,,0.0,,4864.0,,1019.01,
2021,4318424,7.46,,1.0,,0.0,,1061.0,,113.85,
2021,4319703,18.11,,1.0,,0.0,,783.0,,102.85,
2021,4319752,80.0,,1.0,,10.0,,1084.0,,197.0,
2020,4321956,39.21,,1.0,,0.0,,1524.0,,245.11,
2020,4200101,58.48,,1.0,,0.0,,3450.0,,800.34,
2021,4202107,244.21,,1.0,,0.0,,19796.0,,4142.76,
2021,4202859,41.8,,1.0,,1.0,,1255.0,,272.77,
2021,4207700,20.47,,1.0,,0.0,,1510.0,,292.83,
2020,4210308,20.33,,1.0,,0.0,,1143.0,,200.45,
2021,4212601,12.06,,1.0,,0.0,,806.0,,129.56,
2020,4215356,20.07,,1.0,,0.0,,616.0,,108.75,
2021,4216008,68.32,,1.0,,0.0,,2617.0,,1125.84,
2021,4216404,19.86,,1.0,,0.0,,520.0,,81.73,
2020,4217402,140.74,,1.0,,0.0,,5176.0,,1561.3,
2020,2800506,50.22,,1.0,,5.0,,4160.0,,1040.61,
2021,2802601,190.17,,1.0,,16.0,,2454.0,,778.18,
2019,2803005,103.87,,1.0,,5.0,,8211.0,,1839.85,
2020,1703883,11.02,,1.0,,0.0,,556.0,,110.89,
2020,1712454,11.92,,1.0,,0.0,,753.0,,201.12,
2019,1715754,47.86,,1.0,,0.0,,2710.0,,489.4,
2021,1717800,15.86,,1.0,,0.0,,1000.0,,222.79,
2019,1717800,15.86,,1.0,,0.0,,1000.0,,115.59,
2019,1718758,27.85,,1.0,,1.0,,1068.0,,173.07,
2021,1708254,12.0,,1.0,,0.0,,1042.0,,272.39,
2021,2705804,21.0,,1.0,,5.0,,1599.0,,870.86,
2019,2706422,36.0,,1.0,,14.0,,2276.0,,4187.47,
2019,1303957,52.0,,1.0,,1.0,,1897.0,,500.0,
2019,2901304,46.03,,1.0,,2.0,,2881.0,,366.58,
2020,2901403,99.43,,1.0,,1.0,,3834.0,,659.47,
2021,2903607,35.84,,1.0,,1.0,,2696.0,,625.82,
2020,2903953,41.64,,1.0,,1.0,,1535.0,,187.04,
2019,2904407,28.08,,1.0,,2.0,,1102.0,,163.12,
2021,2911659,77.6,,1.0,,0.0,,1239.0,,151.18,
2020,2913457,7.09,,1.0,,0.0,,1627.0,,211.9,
2021,2916708,16.52,,1.0,,0.0,,1888.0,,298.34,
2021,2916807,47.61,,1.0,,0.0,,5615.0,,849.02,
2020,2918506,72.35,,1.0,,7.0,,5418.0,,757.91,
2019,2920205,69.38,,1.0,,2.0,,2771.0,,404.48,
2021,2920403,24.65,,1.0,,0.0,,2778.0,,283.58,
2020,2921609,31.34,,1.0,,0.0,,2192.0,,319.97,
2019,2922656,77.65,,1.0,,3.0,,2741.0,,514.71,
2021,2923209,65.0,,1.0,,0.0,,2969.0,,1420.0,
2019,2925931,53.99,,1.0,,7.0,,3243.0,,347.03,
2021,2928950,67.95,,1.0,,4.0,,3731.0,,378.23,
2019,2932309,47.43,,1.0,,0.0,,5546.0,,807.04,
2020,2301208,58.17,,1.0,,11.0,,6729.0,,1761.99,
2021,2301505,23.81,,1.0,,0.0,,1269.0,,195.65,
2019,2307502,93.68,,1.0,,3.0,,6765.0,,1225.56,
2019,2307809,44.54,,1.0,,0.0,,4193.0,,622.83,
2021,2308807,37.01,,1.0,,1.0,,1689.0,,835.85,
2021,2310803,32.68,,1.0,,1.0,,2810.0,,422.36,
2019,2311405,480.0,,1.0,,26.0,,19866.0,,2405.32,
2021,2313757,73.04,,1.0,,2.0,,4039.0,,914.98,
2020,2313807,65.23,,1.0,,0.0,,5374.0,,1738.26,
2019,3202454,48.55,,1.0,,0.0,,4301.0,,969.81,
2019,3204005,36.28,,1.0,,1.0,,3051.0,,516.42,
2020,5200308,93.36,,1.0,,0.0,,9004.0,,1424.24,
2021,5203104,11.94,,1.0,,0.0,,760.0,,87.77,
2021,5206305,30.32,,1.0,,0.0,,1482.0,,241.79,
2021,5212303,29.48,,1.0,,0.0,,2375.0,,373.7,
2019,5212709,37.1,,1.0,,0.0,,2348.0,,398.73,
2021,5213004,44.82,,1.0,,0.0,,4217.0,,941.05,
2021,5214879,17.08,,1.0,,0.0,,1140.0,,174.45,
2019,5215652,19.12,,1.0,,0.0,,1107.0,,145.72,
2021,5218052,21.8,,1.0,,0.0,,1652.0,,321.42,
2020,2101301,9.86,,1.0,,0.0,,902.0,,431.91,
2020,2105500,42.52,,1.0,,0.0,,5056.0,,2923.34,
2019,2106375,21.46,,1.0,,0.0,,498.0,,77.19,
2021,2111102,65.22,,1.0,,0.0,,7687.0,,3073.4,
2021,3103108,6.4,,1.0,,0.0,,511.0,,77.96,
2020,3106903,58.98,,1.0,,0.0,,5636.0,,1049.92,
2021,3108255,25.62,,1.0,,0.0,,1576.0,,171.22,
2021,3109451,68.0,,1.0,,2.0,,2613.0,,310.17,
2019,3109451,60.0,,1.0,,2.0,,2337.0,,283.64,
2020,3126208,37.13,,1.0,,1.0,,2358.0,,306.35,
2020,3135704,28.22,,1.0,,0.0,,1205.0,,245.03,
2019,3157609,14.22,,1.0,,0.0,,953.0,,164.1,
2020,5007802,88.86,,1.0,,0.0,,2102.0,,573.08,
2019,5104807,86.0,,1.0,,1.0,,9924.0,,3960.0,
2020,5105234,18.9,,1.0,,12.0,,1580.0,,1611.0,
2021,2500403,24.77,,1.0,,0.0,,2539.0,,395.17,
2021,2502409,30.39,,1.0,,0.0,,2403.0,,286.1,
2019,2506608,22.51,,1.0,,0.0,,1434.0,,285.66,
2020,2507804,6.01,,1.0,,0.0,,1251.0,,202.2,
2020,2508208,8.99,,1.0,,0.0,,1306.0,,210.26,
2021,2510709,3.52,,1.0,,0.0,,555.0,,92.01,
2020,2510907,25.55,,1.0,,0.0,,2016.0,,315.6,
2019,2512721,9.72,0.0,1.0,,5.0,,1262.0,0.0,213.35,0.0
2019,2512036,1.86,,1.0,,0.0,,209.0,,26.59,
2021,2513851,8.61,,1.0,,0.0,,331.0,,54.3,
2019,2515906,12.83,,1.0,,0.0,,1238.0,,188.14,
2020,2515930,6.92,,1.0,,0.0,,1489.0,,219.8,
2019,2517209,2.8,,1.0,,0.0,,336.0,,69.38,
2021,2610301,5.33,,1.0,,0.0,,434.0,,15.26,
2021,2614402,5.55,,1.0,,0.0,,636.0,,90.25,
2021,2615300,137.51,,1.0,,0.0,,14479.0,,3417.16,
2019,2200301,19.0,,1.0,,0.0,,1388.0,,273.21,
2020,2200707,35.21,,1.0,,0.0,,1977.0,,284.72,
2020,2203800,16.27,,1.0,,0.0,,869.0,,134.19,
2019,2205557,17.6,,1.0,,0.0,,894.0,,236.07,
2019,2206696,8.14,,1.0,,0.0,,611.0,,138.2,
2021,2206704,19.74,,1.0,,0.0,,1033.0,,262.97,
2019,2207306,11.62,,1.0,,0.0,,826.0,,230.49,
2021,2209658,7.38,,1.0,,0.0,,824.0,,126.78,
2021,2211407,16.21,,1.0,,0.0,,972.0,,229.23,
2019,4103024,13.69,,1.0,,0.0,,488.0,,76.24,
2019,4107405,18.68,,1.0,,0.0,,832.0,,194.26,
2021,4109906,70.19,,1.0,,2.0,,3600.0,,620.26,
2020,4114708,51.19,,1.0,,1.0,,2088.0,,320.45,
2019,4115853,187.0,,1.0,,9.0,,2262.0,,670.0,
2021,4116000,15.9,,1.0,,0.0,,845.0,,178.8,
2020,4117271,33.51,,1.0,,2.0,,1494.0,,224.6,
